icpc2ChapterId;icpc2Code;descriptionNL
18;*34.102;alkalische fosfatase isoenzymen dosering
18;*37.20;morfologisch onderzoek van sperma
18;*33.119;IgE zalm dosering
8;N94;perifere neuritis/neuropathie
18;*34.103;lithium dosering
18;*37.21;BK rechtstreeks onderzoek
18;*33.118;IgE kropaar dosering
8;N99;andere ziekte zenuwstelsel
18;*34.108;IgG (kwalitatief) dosering
18;*33.117;IgE ui dosering
18;*34.109;IgA (kwalitatief) dosering
18;*33.116;IgE veldbeemdgras dosering
18;*34.106;kappa keten dosering
18;*33.115;IgE hazelnoot dosering
18;*34.107;IgM (kwalitatief) dosering
18;*33.114;IgE wespegif dosering
;;ander letsel luchtwegen
;;aangeboren afwijking luchtwegen
;;benigne neoplasma luchtwegen
;;corpus alienum neus/larynx/bronchus
;;
8;N92;trigeminusneuralgie
8;N90;clusterhoofdpijn
;;hypertrofie tonsillen/adeno…d
;;zwangerschap
14;W79;ongewenste zwangerschap
;;niet gespecificeerd neoplasma luchtwegen
;;
;;chronisch obstructieve longziekte (COPD)
14;W70;puerperale infectie/sepsis
18;*33.100;IgE epitheel van cavia dosering
;;andere infectie die zwangerschap of puerperium compliceert
18;*33.101;IgE Penicilloyl G dosering
14;W72;maligniteit gerelateerd aan zwangerschap
18;*33.102;IgE aardbei dosering
14;W73;benigne/niet gespecificeerd neoplasma gerelateerd aan zwangerschap
18;*34.110;vrije testosteron dosering
18;*37.24;microscopisch onderzoek sperma na dubbele kleuring
14;W75;zwangerschapcomplicerend letsel
18;*34.112;thyroglobuline dosering
18;*37.23;afname cervix uitstrijkje (PAP smear)
14;W76;zwangerschapcomplicerende aangeboren afwijking moeder
18;*34.111;parathormoon (intact) dosering
18;*37.22;microscopisch onderzoek sputum na dubbele kleuring
18;*34.113;carbamazepine dosering
18;*33.108;IgE lactoglobuline dosering
18;*34.114;C-Peptide dosering
18;*33.107;IgE faeces van duiven dosering
18;*34.115;AFP dosering
8;N85;aangeboren afwijking zenuwstelsel
18;*34.116;antitrombine dosering
18;*33.109;IgE kazen (schimmels) dosering
8;N86;multiple sclerose
18;*34.117;fenytoine dosering
18;*33.104;IgE lactalbumine dosering
;;
18;*34.118;troponine I dosering
18;*33.103;IgE pluimen van kippen dosering
;;
18;*34.119;cortisol avond dosering
18;*33.106;IgE gluten dosering
;;
18;*33.105;IgE mossel dosering
;;allergische rhinitis
10;R98;hyperventilatiesyndroom
10;R99;andere ziekte luchtwegen
8;N80;ander letsel hoofd
8;N81;ander letsel zenuwstelsel
18;*35.29;urinair fosfor dosering
18;*35.28;urinair amylase dosering
18;*34.123;ethanol dosering
18;*35.23;urinair B-2-microglobuline dosering
18;*34.122;25-OH-Vitamine D3 dosering
18;*35.22;urinair natrium dosering
18;*34.121;theophylline dosering
18;*35.21;urinair glucose 24 h dosering
18;*34.120;HLA B27 bepaling
18;*35.20;urinair Bence Jones eiwit dosering
18;*35.27;urinair urinezuur dosering
18;*35.26;urinair calcium dosering
18;*35.25;urinair kalium dosering
8;N79;commotio cerebri
18;*35.24;zwangerschaptest urinair
8;N75;benigne neoplasma zenuwstelsel
18;*34.128;dihydrotestosteron dosering
8;N76;niet gespecificeerd neoplasma zenuwstelsel
18;*34.129;TSI dosering
;;andere infectieziekte zenuwstelsel
18;*34.126;trypsine dosering
8;N74;maligniteit zenuwstelsel
18;*34.127;aldosteron dosering
18;*35.30;urinair chloriden dosering
;;
18;*34.124;CA 15.3 dosering
8;N72;tetanus
18;*34.125;androstenedion dosering
8;N70;poliomyelitis
18;*35.18;urinair cotinine dosering
;;streptokokken-angina
18;*35.17;Micro-albumine
;;
;;acute infectie bovenste luchtwegen
18;*35.19;urinair rechtstreeks onderzoek
10;R73;furunkel/abces neus
18;*34.132;fenobarbital dosering
18;*35.10;urinair creatinine dosering
18;*34.131;ACTH dosering
18;*34.134;testosteronbindend globuline dosering
18;*35.12;urinair amfetaminen screening
18;*34.133;gastrine dosering
18;*35.11;urinair cannabinoiden screening
18;*33.120;IgE smalle weegbree dosering
18;*35.14;urinair cocaine screening
18;*33.121;IgE sinaasappel dosering
18;*35.13;urinair bilirubine dosering
18;*33.122;IgE biergist dosering
18;*34.130;insuline dosering
18;*35.16;urinair urobilinogeen dosering
18;*33.123;IgE Haar- en huidschilfers rund dosering
18;*35.15;urinair opiaten screening
18;*33.124;opsporen bacteriurie dmv dipslide en incubatie
18;*34.139;haptoglobine dosering
18;*33.125;vaginaal uitstrijkje voor bacteri‰el onderzoek
18;*34.135;mitochondriale AL dosering
18;*34.136;witte bloedcellen in punctievloeistof dosering
18;*34.137;gladde spier AL dosering
18;*34.138;lipoproteine (a) dosering
;;
;;
;;acute tonsillitis
;;acute laryngitis/trache‹tis
;;
18;*35.48;urinair delta-ALA dosering
18;*35.49;urinesediment na dubbele kleuring
18;*35.46;urinair cadmium dosering
18;*35.47;urinair arseen dosering
18;*35.44; dosering urinair methanol
18;*35.45;urinair kwik dosering
18;*35.42;urinair amylase 24 h dosering
18;*35.43;urinair lood dosering
18;*35.35;urinair vrije cortisol dosering
18;*35.36;Osmolaliteit
18;*35.37;urinair VMA dosering
18;*35.38;urinair normetanefrine dosering
18;*35.31;urinair noradrenaline dosering
18;*35.32;urinair adrenaline dosering
18;*35.33;urinair dopamine dosering
18;*35.34;urinair 5-HIAA dosering
18;*35.39;urinair 17-OH-Steroiden totaal dosering
18;*35.41;urinair hydroxyproline dosering
18;*35.40;urinair magnesium dosering
14;W85;zwangerschapsdiabetes
;;zwangerschap met verhoogd risico
14;W83;abortus provocatus
;;spontane abortus
14;W81;zwangerschapstoxicose
;;angst voor andere ziekte luchtwegen
10;R26;angst voor kanker luchtwegen
;;abnormaal sputum/slijm
10;R24;haemoptoe
;;symptomen/klachten stem
;;symptomen/klachten keel
;;
10;R29;andere symptomen/klachten luchtwegen
;;functiebeperking/handicap (R)
8;N28;functiebeperking/handicap (N)
8;N29;andere symptomen/klachten zenuwstelsel
;;andere complicatie kraambed
14;W99;andere ziekte zwangerschap/bevalling
;;gecompliceerde bevalling doodgeborene
;;gecompliceerde bevalling levendgeborene
8;N26;angst voor kanker zenuwstelsel
;;andere ziekte borsten zwangerschap/kraambed
8;N27;angst voor andere ziekte zenuwstelsel
14;W94;mastitis puerperalis
14;W90;ongecompliceerde bevalling levendgeborene
14;W91;ongecompliceerde bevalling doodgeborene
18;*34.99;complement C4 dosering
;;andere symptomen/klachten cardiovasculair stelsel
;;furunkel/karbunkel
18;*34.98;testosteron dosering
;;posttraumatische huidinfectie
18;*34.97;foliumzuur RBC dosering
;;angst voor andere cardiovasculaire ziekte
18;*34.96;anti-DNA dosering
6;K28;functiebeperking/handicap (K)
11;S14;brandwond
11;S15;corpus alienum in huid
;;beet/steek insect
;;beet mens/dier
11;S18;scheurwond/snijwond
11;S19;ander huidletsel
11;S16;buil/kneuzing
11;S17;schaafwond/schram/blaar
6;K22;risicofactor voor cardiovasculaire ziekte
6;K25;angst voor hoge bloeddruk
6;K24;angst voor hartziekte
18;*34.86;D-dimeren (FDP) dosering
18;*34.85;IgG dosering
18;*34.88;IgG
18;*34.87;IgM dosering
;;pijn/gevoeligheid huid
18;*34.89;IgA dosering
;;jeuk
;;wratten
;;lokale zwelling/knobbel huid
11;S05;multipele zwellingen/knobbels huid
11;S06;lokaal exantheem
;;gegeneraliseerd exantheem
;;verandering in kleur huid
;;infectie vinger/teen
18;*34.90;thyroid peroxidase AL dosering
18;*34.91;thyroglobuline AL dosering
18;*34.92;LDH iso-enzymen dosering
18;*34.93;CEA dosering
18;*34.94;complement C3 dosering
18;*34.95;valproinezuur dosering
18;*34.79;trombotest dosering
18;*34.78;cortisol ochtend dosering
18;*34.77;progesteron dosering
;;gezwollen enkels/enkeloedeem
18;*34.76;cholinesterase dosering
18;*34.75;LH dosering
6;K05;andere onregelmatige hartslag
18;*34.74;FSH dosering
;;opgezette aderen
18;*34.83;koper dosering
6;K04;hartkloppingen/bewust van hartslag
18;*34.84;digoxine dosering
;;pijn cardiovasculair stelsel nao
18;*34.81;vrije PSA dosering
;;druk/beklemming toegeschreven aan hart
18;*34.82;prolactine dosering
;;pijn toegeschreven aan hart
18;*34.80;CK-MB dosering
18;*34.68;creatinine clearance bepaling
11;S23;haaruitval/kaalheid
18;*34.67;ureum dosering
;;andere symptomen/klachten haar/hoofdhuid
18;*34.69;glucosetolerantietest
11;S26;angst voor kanker huid
18;*34.64;affirmagenen dosering
18;*34.63;rhesus D bepaling
11;S20;likdoorn/eeltknobbel
18;*34.66;Waaler Rose test
;;symptomen/klachten aspect huid
18;*34.65;bloedgroep ABO bepaling
;;symptomen/klachten nagels
;;angst voor andere ziekte huid
11;S28;functiebeperking/handicap (S)
;;andere symptomen/klachten huid
18;*53.10;nazorg urinaire sonde
18;*34.70;antinucleaire factor dosering
18;*34.71;HCG dosering
18;*53.12;catheterisatie blaas
18;*34.72;zink dosering
18;*53.11;vulvaire dilatatie onder narcose
18;*34.73;oestradiol dosering
18;*37.10;microscopie urinesediment
18;*34.54;PSA dosering
18;*34.55;FT3 dosering
18;*34.52;alkalireserve dosering
18;*34.53;hemoglobine A1c dosering
18;*34.58;RA dosering
18;*34.59;fibrinogeen dosering
18;*34.56;parti‰le tromboplastine tijd PTT dosering
18;*34.57;glucose postprandiaal dosering
18;*34.62;rhesus Du bepaling
18;*37.08;cytologie sputum
18;*53.01;infuus
18;*34.61;fenotype/genotype rhesusondergroepen bepaling
18;*37.09;cytologie urine
18;*34.60;IgE dosering
18;*53.04;dilatatie van de slokdarm
18;*37.04;microscopisch onderzoek exsudaten met of zonder eenvoudige kleuring
18;*53.05;maagsondering/maagspoeling
18;*37.05;microscopisch onderzoek exsudaten na dubbele kleuring
18;*53.02;spoedintubatie
18;*37.06;microscopisch onderzoek punctievloeistof met of zonder eenvoudige kleuring
18;*53.03;toedienen lavement
18;*37.07;microscopisch onderzoek punctievloeistof na dubbele kleuring
18;*53.08;larynxintubatie
18;*53.09;blaascatheterisatie met of zonder spoeling
18;*37.01;opsporen parasieten in bloed
18;*53.06;duodenumsondering/spoeling
18;*37.02;microscopisch onderzoek etter met of zonder eenvoudige kleuring
18;*53.07;tracheotomie
18;*37.03;microscopisch onderzoek etter na dubbele kleuring
18;*34.49;fosfor dosering
18;*34.41;foliumzuur serum dosering
18;*34.42;lipase dosering
18;*34.43;transferrine dosering
18;*34.44;gamma- globulines dosering
18;*34.45;beta-globulines dosering
18;*34.46;albumine dosering
18;*34.47;alfa-2-Globulines dosering
18;*34.48;alfa-1-Globulines dosering
18;*34.51;CK dosering
18;*34.50;magnesium dosering
18;*34.38;vitamine B12 dosering
18;*34.39;LDH dosering
18;*34.36;calcium dosering
18;*34.37;amylase dosering
18;*34.34;INR-waarde (PTT) dosering
18;*34.35;chloriden dosering
18;*34.32;bilirubine direct dosering
18;*34.33;protrombinetijd dosering
18;*34.30;bilirubine totaal dosering
18;*34.31;totaal eiwit dosering
18;*34.40;FT4 dosering
18;*34.27;kalium dosering
18;*34.28;CRP dosering
18;*34.29;alkalische fosfatase dosering
18;*34.23;TSH dosering
18;*34.24;ijzer dosering
18;*34.25;ferritine dosering
18;*34.26;natrium dosering
18;*34.20;glucose dosering
18;*34.21;HDL-cholesterol dosering
18;*34.22;LDL-cholesterol dosering
18;*68.08;verwijzing sociale hulpverleningsdienst
18;*68.09;verwijzing hulpverlening bij overmatige schulden
18;*68.06;verwijzing pandjesdienst
18;*68.07;verwijzing ziekenkas
18;*31.70;psychomotorische cognitieve evaluatie
18;*68.01;verwijzing jongerenhulpverlening
18;*68.04;verwijzing jeugdpolitiedienst
18;*68.05;verwijzing jeugdparket
18;*68.02;verwijzing jeugdrechtbank
18;*68.03;verwijzing dienst gerechtelijke bescherming
18;*31.68;ander reflexenonderzoek
18;*31.69;relatiestoornissen onderzoek
18;*34.11;trombocyten telling
18;*34.10;bezinking na 1 uur
18;*41.57;cysto-urethrografie tijdens de mictie en/of stijgende urethrografie en /of sub-pubische punctie
18;*34.13;creatinine dosering
18;*41.56;stijgende cystografie (retrograad)
18;*34.12;reticulocyten telling
18;*41.59;tweezijdige stijgende pyelografie
18;*34.15;gamma-GT dosering
18;*41.58;eenzijdige stijgende pyelografie
18;*34.14;GPT (ALT) dosering
18;*41.53;screeningsmammografie tweede lezing
18;*34.17;cholesterol dosering
18;*31.60;pupilreflexenonderzoek
18;*41.52;screeningsmammografie
18;*34.16;GOT (AST) dosering
18;*31.61;romberg test
18;*41.55;intraveneuze urografie
18;*34.19;triglyceriden dosering
18;*31.62;vinger-neus proef
18;*41.54;radiografie abdomen en/of blaasstreek (urologie)
18;*34.18;urinezuur dosering
18;*31.63;peesreflexenonderzoek
18;*31.64;Babinski reflexonderzoek
18;*31.65;nekstijfheidonderzoek
18;*41.51;mammografie
18;*31.66;bewustzijnstoestandonderzoek
18;*41.50;hysterosalpingografie (hysterografie)
18;*31.67;gangonderzoek
18;*68.10;verwijzing bemiddelaar
18;*68.11;verwijzing dienst rechtsbijstand
18;*68.12;verwijzing vakbond
18;*68.13;verwijzing politiedienst
18;*31.59;spiertonusonderzoek
18;*31.57;heuponderzoek pasgeborene of zuigeling
18;*31.58;statiekonderzoek
18;*34.04;MCHC
18;*34.03;MCV
18;*41.69;radiografie oesofagus, maag en duodenum en transit dunne darm, inclusief eventueel ileocoecale streek en colon
18;*34.02;rode bloedcellen telling
18;*41.68;radiografie maag, duodenum en transit dunne darm, inclusief eventueel ileocoecale streek en colon
18;*34.01;bloedbezinking sedimentatie
18;*41.67;radiografie oesofagus, maag en duodenum
18;*34.08;witte bloedcellen telling
18;*31.51;distale spierpalpatie
18;*41.66;radiografie oesofagus en maag
18;*34.07;hemoglobine dosering
18;*31.52;grote gewrichten onderzoek
18;*41.65;radiografie volledige transit dunne darm
18;*34.06;hematocriet
18;*41.64;radiografie transit ileocoecale streek
18;*34.05;MCH
18;*31.50;distale spierinspectie
18;*41.63;radiografie oesofagus
18;*31.55;spierkrachtonderzoek
18;*41.62;radiografie slikmechanisme farynx-hypofarynx met magnetisch registreren beelden
18;*31.56;biometrie
18;*41.61;radiografie slikmechanisme farynx-hypofarynx
18;*31.53;kleine gewrichten onderzoek
18;*41.60;radiografie abdomen en/of galblaasstreek
18;*34.09;leucocytenformule
18;*31.54;wervelkolomonderzoek
18;*41.35;scintigrafie parathyro‹den
18;*41.34;schildklierscintigrafie I131
18;*41.37;longscintigrafie voor ventillatieonderzoek
18;*41.36;longscintigrafie voor perfusieonderzoek
18;*41.39;galliumscintigrafie longen
18;*31.46;jugularisinspectie
18;*41.38;longscintigrafie voor perfusie- en ventillatieonderzoek
18;*31.47;handonderzoek
18;*31.48;proximale spierinspectie
18;*31.49;proximale spierpalpatie
18;*31.42;carotispalpatie
18;*31.43;carotisauscultatie
18;*31.44;perifere circulatie palpatie
18;*31.45;hartauscultatie
18;*41.31;schildklierscintigrafie I131 + captatie
18;*41.30;lever-long scintigrafie
18;*41.33;schildklierscintigrafie TI201
18;*31.40;opsporen cor pulmonale
18;*41.32;schildklierscintigrafie Tc99m
18;*31.41;hartfrequentie meten
18;*47.61;overleg met androloog
18;*47.60;overleg met gynecologisch chirurg
18;*41.48;radiografie abdomen en/of bekkenstreek (gynecologie-verloskunde)
18;*41.47;hersenscintigrafie dynamische perfusie achterste deel
18;*47.59;overleg met gynecoloog
18;*41.46;hersenscintigrafie dynamische perfusie voorste deel
18;*31.39;bloeddrukmeting
18;*47.58;overleg met gynecoloog verloskundige
18;*41.45;hersenscintigrafie hemato-meningeale barriŠre onderzoek
18;*47.57;overleg met uroloog
18;*31.37;Rinne test
18;*47.56;overleg met nefroloog
18;*31.38;evenwichtsonderzoek
18;*47.55;overleg met endocrien chirurg
18;*31.35;stemvorkproeven
18;*64.01;huisbezoek op initiatief hulpverlener
18;*47.54;overleg met diabetoloog
18;*41.49;radiopelvimetrie
18;*31.36;Weber test
18;*64.02;kliniek bezoek op initiatief hulpverlener
18;*41.40;hartscintigrafie myocard voor perfusieonderzoek (SPECT) rust
18;*31.33;logopedische evaluatie
18;*31.34;otoscopie
18;*31.31;ooropeningsonderzoek
18;*31.32;fluisterstem proef
18;*41.44;hersenscintigrafie perfusieonderzoek (SPECT)
18;*41.43;hartscintigrafie pyrofosfaat
18;*31.30;oorschelponderzoek
18;*41.42;hartscintigrafie ejectiefractie
18;*41.41;hartscintigrafie myocard voor perfusieonderzoek (SPECT) insapnning
18;*59.02;pijnbestrijding nao (palliatieve zorgen)
18;*59.03;morfine therapie (pijnbestrijding)
18;*59.01;cardiopulmonaire reanimatie
18;*59.06;teletoezicht bewerkstelligen
18;*59.07;fistel curretage
18;*59.04;plaatsen pijnpomp (palliatieve zorgen)
18;*59.05;opzoeken mogelijkheden hospitalisalisatie
18;*41.102;radiografie ‚‚n of meer tenen
18;*41.103;radiografie middelvoet
18;*59.08;valsalva manoeuver oor
18;*41.104;radiografie enkel
18;*59.09;onderbinden van aambeien
18;*41.105;radiografie onderbeen
18;*41.100;radiografie bovenarm
18;*41.101;radiografie schouder
18;*41.10;kraakbeenscintigrafie
18;*41.11;nierscintigrafie voor tubulaire functie
18;*41.107;radiografie heup
18;*41.106;radiografie knie
18;*41.109;vergelijkende scanometrie of teleradiografie van beide onderste ledematen
18;*41.108;radiografie bekken
18;*41.16;lever-gal scintigrafie
18;*41.17;speekselklierscintigrafie
18;*41.18;oesofagus scintigrafie voor opsporing reflux
18;*41.19;maagscintigrafie voor meting maaglediging
18;*59.10;relaxatie therapie
18;*41.12;nierscintigrafie voor tubulaire functie onder captopril
18;*41.13;nierscintigrafie voor glomerulaire functie
18;*41.14;nierscintigrafie met DMSA (+ SPECT)
18;*41.15;galliumscintigrafie voor opsporing infectiehaard of tumor
18;*41.21;scintigrafie spijsvertegringskanaal voor opsporing divertikel van Meckel
18;*31.96;ureterpijnpunten onderzoek
18;*41.22;maag-duodenum scintigrafie voor opsporing ulceratie
18;*31.95;nierpercussie
18;*31.94;schildklierpalpatie
18;*41.20;scintigrafie spijsverteringskanaal voor opsporing boedingshaard
18;*31.93;meten huidplooidikte abdominaal
18;*31.99;postpartum onderzoek
18;*31.98;prenataal onderzoek
18;*31.97;blaaspalpatie
18;*41.29;scintigrafie venen onderste ledematen
18;*41.27;scintigrafische lymphografie + clearance bovenste ledematen
18;*41.28;scintigrafische lymphograpfe + clearance onderste ledematen
18;*41.25;scintigrafie ademtest ureum C14
18;*41.26;scintigrafie Schillingtest
18;*41.23;galwegscintigrafie
18;*41.24;scintigrafie ademtest aminopyrine C14
18;*59.22;besnijdenis culturele reden
18;*59.23;besnijdenis medische reden
18;*41.120;radiografie sleutelbeen
18;*31.90;wegen
18;*41.121;radiografie bovenbeen
18;*31.91;meten lengte
18;*41.122;radiografie sternum
18;*31.92;meten huidplooidikte arm
18;*41.123;computergestuurde tomografie schedel en/of faciaal massief
18;*41.124;computergestuurde tomografie rotsbeenderen en/of sella torsica
18;*41.125;computergestuurde tomografie hals
18;*41.126;computergestuurde tomografie abdomen
18;*41.127;computergestuurde tomografie thorax
18;*31.87;nagelonderzoek
18;*41.129;computergestuurde tomografie wervellichaam of een tussenwervelruimte, twee of meer niveaus
18;*31.86;haaronderzoek
18;*41.128;computergestuurde tomografie wervellichaam of tussenwervelruimte
18;*31.89;gezonde zuigelingonderzoek met biometrische evaluatie
18;*31.88;huidkanker screeningsonderzoek
18;*31.83;lokaal huidonderzoek
18;*31.82;diafanoscopie
18;*31.85;huidpalpatie
18;*31.84;huidinspectie
18;*59.15;bevalling in ziekenhuis/materniteit
18;*59.16;bevalling thuis/ander huis buiten ZH
18;*59.17;hulp door huisarts bij bevalling
18;*59.18;verloskundige ingreep wegens miskraam 4-6maand
18;*41.09;botscintigrafie voor opsporing infectiehaarden
18;*59.11;groepstherapie
18;*59.12;internering
18;*59.13;zuurstoftherapie
18;*59.14;begeleiding tijdens arbeid
18;*31.80;ademhalingsritme onderzoek
18;*41.111;radiografie cervicale wervelkolom
18;*31.81;rhinoscopia anterior
18;*41.112;radiografie dorsale wervelkolom
18;*41.110;radiografie ribrooster
18;*59.19;manueel losmaken van placenta na bevalling door vroedvrouw
18;*41.115;radiografische studie statiek wervelkolom in haar geheel
18;*41.116;s
18;*41.113;radiografie lumbale wervelkolom
18;*41.114;radiografie sacrococcygeale streek of sacroiliacale articulatie
18;*31.78;neusonderzoek
18;*31.77;longauscultatie
18;*41.119;radiografie schouderblad
18;*31.76;thoraxpercussie
18;*41.118;arthrografie
18;*31.75;thoraxpalpatie
18;*41.117;radiografie neusbeenderen
18;*31.74;thoraxinspectie
18;*31.73;stemkarakteronderzoek
18;*31.72;larynxonderzoek met keelspiegel
18;*31.71;pharynx en amandelenonderzoek
18;*41.03;gewrichtsscintigrafie
18;*41.04;botscintigrafie met vasculaire fase en gewrichtsscintigrafie
18;*59.21;sectie preputium/frenulum met hechting
18;*41.01;totale botscintigrafie
18;*59.20;poliepectomie intracervicaal
18;*41.02;botscintigrafie met vasculaire fase
18;*41.07;botscintigrafie + scintigrafie met nanocollo‹den
18;*41.08;botscintigrafie bij inspanning
18;*41.05;tomoscintigrafie dorsale wervelkolom (SPECT)
18;*41.06;tomoscintigrafie lumbale wervelkolom (SPECT)
18;*31.79;sinusonderzoek
4;F01;pijn oog
4;F02;rood oog
4;F03;afscheiding uit oog
4;F04;vlekken/vliegjes voor de ogen
;;andere visusstoornis
18;*52.10;wondtoilet
18;*52.11;excisie huid aanwas
18;*52.16;verwijderen/uitroeien oppervlakkige huidtumor
18;*52.17;huid biopsie
18;*52.18;huid biopsie met hechting
18;*52.19;verwijdering ingegroeide nagel
18;*52.12;excisie uitgebreide necrotische weefsels doorligwonden
18;*52.13;radicale behandeling/uitsnijden dermale vegetaties
18;*52.14;cryotherapie huid of slijmvliesletsels
18;*39.01;oogspierbewegings onderzoek
18;*52.15;cryotherapie (8 of meer sessies) huid of slijmvliesletsels
18;*39.04;gezichtsveld bepaling
18;*39.05;tympanometrie
18;*39.02;opsporen nystagmus
18;*39.03;gezichtsscherpte bepaling
18;*39.08;inspanningstest
18;*39.09;cycloergometrische inspanningstest
18;*39.06;audiometrie
18;*52.09;galvanocauterisatie neus conchae
18;*39.07;gehoortest bij zuigeling
4;F17;symptomen/klachten door bril
4;F18;symptomen/klachten door contactlens
4;F15;abnormaal uiterlijk oog
4;F16;symptomen/klachten ooglid
4;F13;abnormaal gevoel aan oog
;;abnormale oogbewegingen
18;*52.07;verwijderen of elektrocoaguleren neuspoliep
18;*52.08;galvanocauterisatie neus
18;*52.05;verwijderen wimper
18;*52.06;coagulatie met infrarood/fotocoagulatie/cryotherapie van hemorroiden
18;*52.03;excisie papilloom of goedaardig gezwel ooglid
18;*39.12;registratie bloeddruk 24u
18;*52.04;behandeling xanthelasma
18;*39.11;kwalitatieve en audiovelocimetrische Dopler vaatonderzoek met Dopplergrammen
18;*52.01;laser therapie
18;*39.10;bilateraal arteri‰el veneus Doppler vaatonderzoek op 2 niveaus
18;*52.02;verwijdering marisca
18;*56.09;wondverzorging
18;*39.17;globale schatting van de intelligentie
18;*39.18;psychomotorische testen
18;*39.19;testen waakzaamheid
18;*56.05;verband voor claviculafractuur
18;*39.13;evaluatie fysieke conditie (sport)
18;*56.06;verband voor ribfractuur
18;*39.14;evaluatie fysieke conditie (handicap)
18;*56.07;neustamponade voor epistaxis
18;*39.15;evaluatie van het geheugen
18;*56.08;neustamponade rhinoposterior
18;*39.16;onderzoek van het geschrift
18;*56.01;drukverband oog
18;*56.02;voorschrift spataderkousen (varices)
18;*56.03;aanbrengen voorlopig steunverband
18;*56.04;verband voor verstuiking (tape)
18;*39.21;opsporingstest bij kinderen van chronische alcoliekers
18;*39.20;opsporingstest alcoliekers
18;*39.23;longfunktie onderzoek ESW
18;*39.22;peak flow meting PEF
18;*39.24;spirometrie
18;*39.25;spirometrie met reversibiliteitsonderzoek
18;*56.10;uitgebreid moeilijk huidverband
18;*52.21;curettage uterus diagnostisch of therapeutisch
18;*52.22;endometriumbiopsie voor APD
18;*52.20;cervix biopsie en/of elektrocoagulatie
18;*31.10;abdomeninspectie
18;*31.12;abdomenpercussie
18;*31.11;abdomenpalpatie
18;*31.18;tongonderzoek
18;*31.17;speekselklieronderzoek
18;*31.19;liponderzoek
18;*31.14;rectaal toucher
18;*31.13;abdomenauscultatie
18;*31.16;parotisklieronderzoek
18;*31.15;icterus opsoren
18;*31.23;miltpercussie
18;*41.94;cerebrale angiografie langs vertebrale weg
18;*31.22;miltpalpatie
18;*41.95;radiografie van ‚‚n of meer vinger(s)
18;*31.21;leverpercussie
18;*41.92;cerebrale angiografie langs de arteria carotis of totale cerebrale angiografie, twee verschillende invalshoeken
18;*31.20;leverpalpatie
18;*41.93;cerebrale angiografie langs de arteria carotis of totale cerebrale angiografie, meer dan twee invalshoeken
18;*41.98;radiografie onderarm
18;*41.99;radiografie elleboog
18;*41.96;radiografie middelhand
18;*41.97;radiografie pols
18;*31.29;oogonderzoek zuigeling in preventie amblyopie
18;*31.28;ooginspectie
18;*31.27;oogboldruk meting
18;*31.26;leesproef van Snellen
18;*31.25;anusinspectie
18;*31.24;liesstreekonderzoek
18;*41.85;arteriografie van ‚‚n of de slagaders lidmaat
18;*41.86;cavografie en/of viscerale flebografie
18;*41.87;flebografie lidmaat of segment lidmaat
18;*41.88;selective viscerale flebografie na catheterisme
18;*41.81;coronarografie, ‚‚n of twee kransslagaders, twee of meer invalshoeken
18;*41.82;viscerale arteriografie na selectief catheterisme
18;*41.83;radiografie aorta thoracalis en/of abdominalis en vertrakkingen
18;*41.84;radiografie aorta abdominalis en vertakkingen en arteriografie onderste ledematen
18;*41.89;veelvoudige selectieve viscerale flebografie na catheterisme
18;*41.91;digitale substractie-angiografie na intraveneuze toediening van contrastmiddel: de andere gevallen
18;*41.90;digitale substractie-angiografie na intraveneuze toediening van contrastmiddel in vena cava
18;*41.76;radiografie thorax, minimum twee clich‚s
18;*41.77;radiografie larynx, eventueel met trachea
18;*41.74;cholangiowirsungografie door fibroduodenoscopie en catheterisme pancreas- en galwegen met papillectomie
18;*41.75;radiografie thorax, 1 opname
18;*31.01;temperatuur opnemen
18;*41.72;cholangiowirsungografie door fibroduodenoscopie en catheterisme pancreas- en galwegen
18;*41.73;percutane cholangiografie
18;*41.70;radiografie colon inclusief eventueel de ileocoecale streek met bariumlavement,
18;*41.71;radiografie colon, inclusief eventueel de ileocoecale streek, met bariumlavement en dubbelcontrasttechniek
18;*31.05;kleur inspectie
18;*31.04;voedingstoestand onderzoek
18;*31.03;opsporen oedeem
18;*31.02;hydratatie onderzoek
18;*31.09;tandonderzoek
18;*31.08;tandvleesonderzoek
18;*31.07;mondonderzoek
18;*41.78;angiocardiopneumografie, ‚‚n invalshoek
18;*31.06;lymfeklieren onderzoek
18;*41.79;angiocardiopneumografie, twee of meer invalshoeken
18;*41.80;coronarografie, ‚‚n of twee kransslagaders
18;*30;volledig lichamelijk onderzoek
17;Z28;functiebeperking/handicap (Z)
17;Z29;sociaal probleem nao
4;F92;cataract
11;S84;impetigo
18;*33;microbiologisch/immunologisch onderzoek
;;refractie-afwijking
18;*34;bloedonderzoek
;;andere aangeboren afwijking huid
18;*31;gericht lichamelijk onderzoek
11;S82;naevus
11;S81;hemangioom/lymfangioom
18;*32;gevoeligheidsonderzoek
18;*37;histologie/cytologie
;;fotokeratose/zonnebrand
18;*38;ander laboratorium onderzoek
18;*35;urineonderzoek
18;*36;faecesonderzoek
;;
11;S89;luieruitslag
18;*39;functieonderzoek
4;F84;maculadegeneratie
;;
4;F85;ulcus corneae
;;
4;F82;ablatio retinae
11;S85;pilonidaal cyste/fistel
4;F83;retinopathie
;;
17;Z18;probleem met ziekte van kind
18;*40;diagnostische endoscopie
